"ConceptScheme URI",https://w3id.org/formater/variable/
PREFIX,ft,https://w3id.org/formater/variable/

"Ce fichier est utilisé pour enrichir le thésaurus des mots scientifiques du gcmd"

"La traduction du label et de la définition de chaque concept serait un + (les colonnes skos:prefLabel@fr et skos:definition@fr)"
"la colonne skos:exactMatch est utilisé pour créer un lien avec les concepts d'autres thésaurus"
"   - l'URI du terme correspondant du gcmd s'y trouve déjà"
"   - pour ajouter des concepts correspondants d'autres thésaurus, il faut séparer les URI par des virgules "","""

"Les identifiants de chaque concept ont été générés automatiquement et seront modifiés ultérieurement"
" Ils ne doivent pas être modifiés car ils sont utilisés pour créer des liens entre concepts"


URI,skos:prefLabel@en,skos:prefLabel@fr,skos:definition@en,skos:definition@fr,skos:narrower,skos:broader,skos:related,skos:exactMatch
ft:geomorphic-glacial_landforms-roche_mountonnees-sheepback,"Roche mountonnees/sheepback",,"A rock formation created by the passing of a glacier. When a glacier erodes down to bedrock, it can form tear-drop shaped hills that taper in the up-ice direction.",,ft:geomorphic-glacial_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/691cb42a-9de2-4f49-b1b4-9a4be80abd2b
ft:geomorphic-glacial_landforms-rock_glaciers,"Rock glaciers",,"Distinctive geomorphological landforms of angular rock debris frozen in interstitial ice which may extend outward and downslope from talus cones, glaciers or terminal moraines  of glaciers. There are two types of rock glaciers: periglacial glaciers, or talus-derived glaciers, and glacial rock glaciers.",,ft:geomorphic-glacial_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/2d98cbaf-8c82-46e6-9962-a5e63918fe66
ft:geomorphic-glacial_landforms-till_plains,"Till plains",,"An extensive flat plain of glacial till that forms when a sheet of ice becomes detached from the main body of a glacier and melts in place depositing the sediments it carried. A till plain with irregular topography is referred to as a ground moraine.",,ft:geomorphic-glacial_landforms,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/2bea72da-2cf3-403c-adb9-9d963eb71536
ft:geomorphic-fluvial_processes,"Fluvial processes",,"The physical interaction of flowing water and the natural channels of rivers and streams. Such processes play an essential and conspicuous role in the denudation of land surfaces and the transport of rock detritus from higher to lower levels.",,ft:geomorphic,"ft:geomorphic-fluvial_processes-downcutting, ft:geomorphic-fluvial_processes-degradation, ft:geomorphic-fluvial_processes-sedimentation, ft:geomorphic-fluvial_processes-sediment_transport, ft:geomorphic-fluvial_processes-abrasion, ft:geomorphic-fluvial_processes-landslide, ft:geomorphic-fluvial_processes-entrainment, ft:geomorphic-fluvial_processes-saltation, ft:geomorphic-fluvial_processes-attrition, ft:geomorphic-fluvial_processes-suspension, ft:geomorphic-fluvial_processes-hydraulic_action, ft:geomorphic-fluvial_processes-weathering",,https://gcmdservices.gsfc.nasa.gov/kms/concept/6f47ae88-f28f-43e3-be6a-34f86b15fe19
ft:geomorphic-fluvial_processes-downcutting,Downcutting,,"Erosional downcutting or downward erosion or vertical erosion is a geological process that deepens the channel of a stream or valley by removing material from the stream's bed or the valley's floor.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/aff6bb19-84d0-40ed-8b81-a2210c468283
ft:geomorphic-fluvial_processes-degradation,Degradation,,"The lowering of a fluvial surface, such as a stream bed or floodplain, through erosional processes.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/800606ea-9890-4475-af7b-100f529858d1
ft:geomorphic-fluvial_processes-sedimentation,Sedimentation,,"The tendency for particles in suspension to settle out of the fluid in which they are entrained, and come to rest against a barrier.",,ft:geomorphic-fluvial_processes,"ft:geomorphic-fluvial_processes-sedimentation-sediment_chemistry, ft:geomorphic-fluvial_processes-sedimentation-sediment_composition, ft:geomorphic-fluvial_processes-sedimentation-straitigraphic_sequence",,https://gcmdservices.gsfc.nasa.gov/kms/concept/984e15c6-7eac-45b8-b098-ad82eab6be6e
ft:geomorphic-fluvial_processes-sedimentation-sediment_chemistry,"Sediment chemistry",,"Refers to the chemical makeup and characteristics of sediments. In chemistry, sedimentation has been used to measure the size of large molecules (macromolecule), where the force of gravity is augmented with centrifugal force in an ultracentrifuge.",,ft:geomorphic-fluvial_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/09b4427b-9e8b-413a-83cd-f087b284cf61
ft:geomorphic-fluvial_processes-sedimentation-sediment_composition,"Sediment composition",,"Refers to the parent rock lithology, mineral composition, and chemical make-up of sediment.",,ft:geomorphic-fluvial_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/17747820-39de-4908-bb3d-8c2f94ddd6f4
ft:geomorphic-fluvial_processes-sedimentation-straitigraphic_sequence,"Straitigraphic sequence",,"A chronological succession of sedimentary rocks.",,ft:geomorphic-fluvial_processes-sedimentation,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/103f1165-1008-4caa-bf77-5259ae1a7a36
ft:geomorphic-fluvial_processes-sediment_transport,"Sediment transport",,"The movement of solid particles (sediment), typically due to a combination of the force of gravity acting on the sediment, and/or the movement of the fluid in which the sediment is entrained. An understanding of sediment transport is typically used in natural systems, where the particles are clastic rocks (sand, gravel, boulders, etc.), mud, or clay; the fluid is air, water, or ice; and the force of gravity acts to move the particles due to the sloping surface on which they are resting.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/0c33b48d-1dd1-4309-bcd4-1ce3d0e24b46
ft:geomorphic-fluvial_processes-abrasion,Abrasion,,"Mechanical scraping of a rock surface by friction between rocks and moving particles.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/efacd4f6-59ea-4019-8265-8cc81ecc99c0
ft:geomorphic-fluvial_processes-landslide,Landslide,,"The down slope movement of soil, rock, and other weathered materials because of gravity.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/54e5d072-5a2c-471b-bca0-7e4ca32a2001
ft:geomorphic-fluvial_processes-entrainment,Entrainment,,"The process by which surface sediment is incorporated into a fluid flow (such as air, water or even ice ) as part of the operation of erosion.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/e89704aa-91a0-4888-bb33-a9073eff7119
ft:geomorphic-fluvial_processes-saltation,Saltation,,"A specific type of particle transport by fluids such as wind, or the denser fluid water. It occurs when loose material is removed from a bed and carried by the fluid, before being transported back to the surface.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/93596daf-d2d3-4bb8-9626-9db100c402de
ft:geomorphic-fluvial_processes-attrition,Attrition,,"A form of coastal or river erosion, when the bed load is eroded by itself. As rocks are transported downstream along a riverbed (by a mixture of rolling, sliding and saltating), the regular impacts between them cause them to be broken up into smaller fragments. This process also makes them rounder and smoother. Attrition can also occur in glaciated regions, where it is caused by the movement of ice with embedded boulders over surface sediments.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9eedd20e-fce3-4fb2-9871-c0a327565ad9
ft:geomorphic-fluvial_processes-suspension,Suspension,,"A heterogeneous fluid containing solid particles that are sufficiently large for sedimentation.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8009663e-73c7-403e-b849-f40d2c3e3de8
ft:geomorphic-fluvial_processes-hydraulic_action,"Hydraulic action",,"A form of erosion caused by the force of moving water currents rushing into a crack in the rockface.It is strong enough to loosen sediment along the river bed and banks. The water compresses the air in the crack, pushing it right to the back.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/267eca20-09a7-46ad-89f4-111ccb3fd16d
ft:geomorphic-fluvial_processes-weathering,Weathering,,"Breaking down of Earth's rocks, soils and minerals through direct contact with the planet's atmosphere. Weathering occurs in situ, or ""with no movement"", and thus should not be confused with erosion, which involves the movement of rocks and minerals by agents such as water, ice, wind, and gravity.",,ft:geomorphic-fluvial_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/6f47d087-21dc-41bc-955e-6eb2db8890cd
ft:geomorphic-tectonic_processes,"Tectonic processes",,"The process of upwelling of magma, plate movement, subduction of crust, folding, faulting, warping, fracturing, earthquakes, and volcanic activity.",,ft:geomorphic,"ft:geomorphic-tectonic_processes-orogenic_movement, ft:geomorphic-tectonic_processes-epeirogenic_movement, ft:geomorphic-tectonic_processes-isostatic_uplift, ft:geomorphic-tectonic_processes-rifting, ft:geomorphic-tectonic_processes-tectonic_uplift, ft:geomorphic-tectonic_processes-subduction",,https://gcmdservices.gsfc.nasa.gov/kms/concept/f0bd7eeb-9004-4e40-a649-f6010d8a4303
ft:geomorphic-tectonic_processes-orogenic_movement,"Orogenic movement",,"The formation of mountain ranges by intense upward displacement of the earth's crust, usually associated with folding, thrust faulting, and other compressional processes.",,ft:geomorphic-tectonic_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/46d188a9-1099-4d72-b466-6e839297320e
ft:geomorphic-tectonic_processes-epeirogenic_movement,"Epeirogenic movement",,"Refers to upheavals or depressions of land exhibiting long wavelengths  and little folding apart from broad undulations.",,ft:geomorphic-tectonic_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/ebcd5f14-9468-493b-b0e6-de5afda2621a
ft:geomorphic-tectonic_processes-isostatic_uplift,"Isostatic uplift",,"Refers to the the gradual uplift following rapid erosional removal of material from a mountain range. The land rises as a result of the removal of the weight. Another example of isostatic uplift is post-glacial rebound following the melting of continental glaciers and ice sheets.",,ft:geomorphic-tectonic_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/ca464924-4299-46ea-8cae-fd9bad49c1b1
ft:geomorphic-tectonic_processes-rifting,Rifting,,"The process in which continental crust is extended and thinned, forming extensional sedimentary basins and/or mafic dyke-swarms. Rifts commence as intracratonic, down-thrown blocks dominated by normal or oblique-extensional (transtensional) faults.",,ft:geomorphic-tectonic_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/9c207e15-9947-4849-bdf4-c1893a7f800a
ft:geomorphic-tectonic_processes-tectonic_uplift,"Tectonic uplift",,"A geological process most often caused by plate tectonics which increases elevation",,ft:geomorphic-tectonic_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/4bc109b5-6788-4f64-8238-745bab3910dd
ft:geomorphic-tectonic_processes-subduction,Subduction,,"The process that takes place at convergent boundaries by which one tectonic plate moves under another tectonic plate, sinking into the Earth's mantle, as the plates converge. A subduction zone is an area on Earth where two tectonic plates move towards one another and subduction occurs.",,ft:geomorphic-tectonic_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/44dd98d0-a0d0-46b2-bb98-ed887ce7fa60
ft:geomorphic-coastal_processes,"Coastal processes",,"Coastal processes refers to the action of natural forces (e.g. erosion, deposition, tectonic uplift) on the shoreline, and the nearshore seabed.  Some examples of landforms resulting from these processes are wave-cut cliffs, beaches, and wave-cut benches.",,ft:geomorphic,"ft:geomorphic-coastal_processes-accretion, ft:geomorphic-coastal_processes-abrasion, ft:geomorphic-coastal_processes-attrition-weathering, ft:geomorphic-coastal_processes-chemical_solution, ft:geomorphic-coastal_processes-deposition, ft:geomorphic-coastal_processes-hydraulic_action, ft:geomorphic-coastal_processes-flooding, ft:geomorphic-coastal_processes-sediment_transport, ft:geomorphic-coastal_processes-sedimentation, ft:geomorphic-coastal_processes-saltation, ft:geomorphic-coastal_processes-sea_level_change, ft:geomorphic-coastal_processes-submergence, ft:geomorphic-coastal_processes-subsidence, ft:geomorphic-coastal_processes-suspension, ft:geomorphic-coastal_processes-wave_erosion, ft:geomorphic-coastal_processes-wave_refraction, ft:geomorphic-coastal_processes-wave_diffraction, ft:geomorphic-coastal_processes-wave_breaking, ft:geomorphic-coastal_processes-wave_shoaling",,https://gcmdservices.gsfc.nasa.gov/kms/concept/672d6958-4bbc-4b33-adc8-927e4348908b
ft:geomorphic-coastal_processes-accretion,Accretion,,"The process where coastal sediments return to the visible portion of the beach following storm erosion.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8b232049-ce98-4a34-8f00-2366335508e4
ft:geomorphic-coastal_processes-abrasion,Abrasion,,"Mechanical scraping of a rock surface by friction between rocks and moving particles.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/fd29bf77-df38-4b80-8148-8184fa41d843
ft:geomorphic-coastal_processes-attrition-weathering,Attrition/weathering,,"A form of coastal or river erosion, when the bed load is eroded by itself. As rocks are transported downstream along a riverbed (by a mixture of rolling, sliding and saltating), the regular impacts between them cause them to be broken up into smaller fragments. This process also makes them rounder and smoother. Attrition can also occur in glaciated regions, where it is caused by the movement of ice with embedded boulders over surface sediments.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/36b178ad-4f20-41ce-89d1-4ee8567a3cf2
ft:geomorphic-coastal_processes-chemical_solution,"Chemical solution",,"The removal of rock in solution by acidic rainwater. In particular, limestone is weathered by rainwater containing dissolved CO2.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/bb891ee1-6c7b-4ec0-b2fa-6fb67a2df2a3
ft:geomorphic-coastal_processes-deposition,Deposition,,"The act of depositing material, especially by a natural  process; the resultant deposit.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/6a11e5e5-e6a3-42dd-b793-141ce99932e1
ft:geomorphic-coastal_processes-hydraulic_action,"Hydraulic action",,"A form of erosion caused by the force of moving water currents rushing into a crack in the rockface. It is strong enough to loosen sediment along the river bed and banks. The water compresses the air in the crack, pushing it right to the back.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/8fde8c6c-97d4-41a6-9e20-f862faafcd88
ft:geomorphic-coastal_processes-flooding,Flooding,,"An overflow of an expanse of water that submerges land.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/fb5c09ec-c924-4deb-8294-8a27697a4550
ft:geomorphic-coastal_processes-sediment_transport,"Sediment transport",,"The movement of solid particles (sediment), typically due to a combination of the force of gravity acting on the sediment, and/or the movement of the fluid in which the sediment is entrained. An understanding of sediment transport is typically used in natural systems, where the particles are clastic rocks (sand, gravel, boulders, etc.), mud, or clay; the fluid is air, water, or ice; and the force of gravity acts to move the particles due to the sloping surface on which they are resting.",,ft:geomorphic-coastal_processes,,,https://gcmdservices.gsfc.nasa.gov/kms/concept/1088e9e2-dadd-4d20-a2db-ef7df32c6d42
ft:geomorphic-coastal_processes-sedimentation,Sedimentation,,"The tendency for particles in suspension to settle out of the fluid in which they are entrained, and come to rest against a barrier.",,ft:geomorphic-coastal_processes,"ft:geomorphic-coastal_processes-sedimentation-sediment_chemistry, ft:geomorphic-coastal_processes-sedimentation-sediment_composition, ft:geomorphic-coastal_processes-sedimentation-straitraphic_sequence",,https://gcmdservices.gsfc.nasa.gov/kms/concept/2cca0a13-3c6f-4617-aca9-bff7f8142c52
